treat,village_code,female,bl_children_school,bl_has_elder,bl_own_land,bl_meals_eaten,el_health_index
0,50305006,1,1,0,1,2,.1187131
0,50305006,1,1,0,1,2,.1344689
0,50305006,1,1,1,1,3,-.0888155
0,50305006,0,1,0,0,2,.8134537
0,50305006,0,0,0,1,2,1.023759
0,50305006,1,1,0,1,3,-.5755608
1,50305007,1,1,1,1,2,-.4935339
1,50305007,1,1,0,1,1,-1.916079
1,50305007,1,1,0,1,2,.9716591
1,50305007,1,1,0,1,2,-1.449336
1,50305007,1,1,0,1,3,1.136443
1,50305007,1,0,0,1,2,.9554052
1,50305007,0,1,0,1,3,-1.275647
0,50305008,1,1,0,1,3,-.8666325
0,50305008,1,0,0,1,3,.2666234
0,50305008,0,0,0,0,3,.417567
0,50305008,0,1,0,1,3,1.023759
0,50305008,0,1,0,0,2,-.1499509
0,50305009,1,1,0,0,3,-2.519454
0,50305009,1,0,0,0,1,.491197
0,50305009,1,0,0,0,1,1.036443
0,50305009,1,1,0,1,3,-.5478
0,50305009,1,1,0,1,3,-3.093484
0,50305009,1,1,0,0,3,-.0303148
0,50305009,0,0,0,1,1,.1217854
0,50305010,1,0,0,1,2,1.036443
0,50305010,1,1,0,1,3,1.036443
0,50305010,1,1,0,1,2,.1187131
0,50305010,1,1,0,1,2,-.3592628
0,50305010,0,1,0,1,3,1.023759
0,50305010,1,1,0,1,2,-1.973334
0,50305010,1,1,0,1,3,1.036443
0,50305010,1,0,0,0,3,1.036443
0,50305011,0,1,0,1,2,.5727723
0,50305011,0,1,1,1,3,-.4711527
0,50305011,1,1,0,1,3,.4774892
0,50305011,1,1,0,1,2,1.036443
0,50305011,1,1,0,1,3,.491197
0,50305011,1,1,0,1,2,.5854559
0,50305012,0,1,0,1,3,1.023759
0,50305012,0,1,0,1,3,-.5499272
0,50305012,0,0,0,0,3,.5727723
0,50305012,1,1,0,1,2,-.3749948
0,50305012,1,1,0,1,3,-.0460707
0,50305012,0,1,0,1,3,-.5548404
0,50305012,1,1,0,1,2,.8554052
0,50305012,1,1,0,0,2,-.0730596
1,50305013,1,0,0,1,3,.2344689
1,50305013,1,1,0,1,1,.1254962
1,50305013,0,1,0,1,2,.0512709
1,50305013,0,0,0,0,2,1.123759
1,50305013,1,1,0,1,2,.2187131
1,50305013,1,1,0,1,2,.0696852
1,50305014,1,1,0,1,3,.2344689
1,50305014,0,1,0,1,2,.968554
1,50305014,0,1,0,1,2,.2217854
1,50305014,0,1,0,1,2,1.123759
1,50305014,0,1,0,1,2,-.2292015
1,50305014,1,1,0,1,3,.6854559
1,50305014,1,0,0,1,1,1.136443
1,50305015,1,1,0,1,2,.1917241
1,50305015,0,0,0,1,2,.9282938
1,50305015,0,1,0,1,2,.2217854
1,50305015,1,1,0,1,2,1.028476
1,50305015,0,0,0,1,3,.06658
1,50305015,1,1,0,1,2,-.3825781
1,50305015,1,0,0,1,2,1.136443
1,50305015,1,0,0,1,3,1.136443
0,50306004,1,1,0,1,2,.0107464
0,50306004,0,1,1,1,3,-2.015052
0,50306004,0,0,0,1,3,1.023759
0,50306004,0,0,0,0,2,1.008919
0,50306004,1,1,0,1,3,1.036443
0,50306004,0,1,0,1,3,-.5246671
0,50306004,1,0,0,0,3,-.0303148
0,50306004,1,1,0,1,3,.8716591
0,50306005,1,1,0,1,3,-.410777
0,50306005,1,1,0,1,1,-.0888155
0,50306005,0,0,0,0,1,-.3292015
0,50306005,0,1,0,0,1,1.023759
0,50306005,1,1,0,1,1,.1187131
0,50306005,0,1,0,0,2,-.4030542
1,50306006,1,1,0,1,3,1.136443
1,50306006,1,0,0,1,2,.0111845
1,50306006,0,1,0,1,3,-.5410208
1,50306006,1,0,0,0,3,-.482359
1,50306006,1,1,0,1,3,.9289143
1,50306006,1,1,0,1,2,-.3398333
1,50306006,1,1,0,1,2,-1.906561
1,50306006,1,1,0,1,3,.6854559
1,50306007,1,1,0,1,2,.6854559
1,50306007,0,0,0,0,3,.9935051
1,50306007,0,1,0,1,2,-.3795245
1,50306007,1,1,0,1,3,.2344689
1,50306007,0,1,0,1,3,.06658
1,50306007,0,1,0,1,3,.2069454
1,50306007,0,1,0,1,3,.2217854
1,50306008,0,1,0,1,3,1.083499
1,50306008,0,1,0,1,2,-1.254491
1,50306008,1,0,0,1,3,.0696852
1,50306008,0,1,0,0,3,.9935051
1,50306009,1,1,0,1,2,.2187131
1,50306009,1,1,0,1,3,.098879
1,50306009,1,1,0,1,3,.7906215
1,50306009,1,0,0,0,3,.783099
1,50306009,1,1,0,1,2,-1.257563
1,50306009,1,1,0,1,3,-.3398333
1,50306009,1,1,0,1,3,.0696852
1,50306010,1,1,0,1,2,.5314072
1,50306010,0,1,0,1,2,1.123759
1,50306010,1,0,0,1,2,.5049163
1,50306010,1,1,0,1,3,.6854559
1,50306010,1,1,0,1,2,.0696852
1,50306010,0,1,0,1,3,.2217854
1,50306010,1,0,0,1,3,.0696852
1,50306010,1,1,0,1,2,.2344689
1,50306011,0,1,0,1,2,1.123759
1,50306011,0,1,0,1,2,-1.254491
1,50306011,1,1,0,1,3,-.5302944
1,50306011,0,0,0,1,2,.6727723
1,50306011,1,1,0,1,1,-.9730703
1,50306011,0,1,0,1,2,-.3903335
0,50306012,0,0,0,0,1,.1217854
0,50306012,0,0,0,1,3,1.008919
0,50306012,1,1,0,1,3,1.036443
0,50306012,0,1,0,1,2,.2873127
0,50306012,0,0,0,1,2,-.5246671
0,50306012,1,0,0,0,2,.993698
0,50306012,1,1,0,1,3,-.0888155
0,50401004,1,1,1,1,2,1.020687
0,50401004,1,1,0,0,3,.3372639
0,50401004,1,1,1,1,3,-.1843635
0,50401005,0,0,0,1,3,1.023759
0,50401005,1,0,0,1,3,-.0303148
0,50401005,1,0,0,1,2,1.036443
0,50401005,1,1,0,1,2,1.036443
0,50401005,0,1,0,1,1,-.0736802
0,50401005,1,0,0,1,2,.993698
0,50401005,0,1,0,1,2,-.4264035
0,50401006,1,0,0,1,2,-.316518
0,50401006,1,1,0,1,2,.1344689
0,50401006,1,0,0,1,3,.1344689
0,50401006,1,1,0,1,3,.4049163
0,50401006,0,1,0,1,3,-.261391
1,50401007,0,1,0,1,3,.2217854
1,50401007,1,1,0,1,1,.8091193
1,50401007,1,1,0,1,2,-.2176002
1,50401007,0,1,0,1,2,1.123759
1,50401007,1,0,1,1,2,-2.473191
1,50401007,1,0,1,1,2,-.0810263
1,50401008,1,1,0,1,3,-1.160052
1,50401008,1,1,0,1,3,1.136443
1,50401008,0,1,0,1,2,-.9587092
1,50401008,0,1,0,1,3,.06658
0,50401009,1,1,0,1,2,.4206721
0,50401009,0,1,0,1,3,.5727723
0,50401009,1,1,0,1,1,-.0730596
0,50401009,1,1,0,1,2,1.023759
0,50401009,1,1,0,1,3,-.2881106
0,50401009,1,1,0,1,3,-.495451
0,50401009,1,1,0,1,2,-1.424644
0,50401009,0,1,0,0,2,.0815252
1,50401010,1,0,0,1,3,.2344689
1,50401010,0,1,0,1,3,-.0382815
1,50401010,1,0,0,1,3,.0111845
1,50401010,1,0,1,1,2,.0696852
1,50401010,1,0,0,1,3,1.136443
1,50401010,0,1,0,1,2,-.3795245
1,50401010,1,0,0,1,0,.6854559
1,50401010,0,0,0,1,2,.9818083
1,50401011,1,1,0,0,3,-.7196681
1,50401011,0,0,0,1,2,1.123759
1,50401011,1,1,0,1,2,-.216518
1,50401011,1,1,1,1,3,-.1393387
1,50401011,1,1,0,1,2,.9716591
0,50402004,0,1,0,1,2,.1902799
0,50402004,1,1,1,1,2,-.0824705
0,50402004,0,1,0,1,2,.6257431
0,50402004,0,1,0,1,1,1.023759
0,50402004,1,1,0,1,3,-.1967821
0,50402004,1,0,0,1,2,.5854559
0,50402004,1,0,0,1,2,.5085865
0,50402004,1,1,0,1,2,1.036443
1,50402005,0,1,0,1,2,1.123759
1,50402005,1,1,0,1,2,1.136443
1,50402005,0,1,0,1,1,-.5812809
1,50402005,0,1,0,1,3,1.123759
1,50402005,0,0,0,0,2,.1666852
1,50402005,1,0,0,0,2,-1.617345
1,50402005,0,1,0,1,3,-.5126866
1,50402005,1,1,0,1,3,1.136443
1,50402006,1,0,0,1,2,.1917241
1,50402006,1,0,0,1,3,.0696852
1,50402006,1,1,0,1,3,.1097403
1,50402006,1,1,0,1,1,.0804202
1,50402006,1,1,0,1,3,.3213769
1,50402006,0,1,0,1,2,.9669683
1,50402006,0,1,0,0,2,.0263198
0,50402007,1,0,0,1,1,-.2818289
0,50402007,0,1,1,1,3,.1069454
0,50402007,1,1,0,1,2,-.2961558
0,50402007,1,0,0,0,3,1.036443
0,50402008,1,0,0,1,2,.9779422
0,50402008,1,1,0,1,3,.3932842
0,50402008,1,1,0,0,1,.1344689
0,50402008,1,1,0,1,2,-1.446931
0,50402008,1,0,0,1,3,1.036443
0,50402008,0,0,1,0,2,1.023759
0,50402008,0,1,0,0,1,-.6394511
1,50403004,1,0,0,1,2,1.070215
1,50403004,0,0,0,1,3,.2217854
1,50403004,0,1,0,0,2,-.0636743
1,50403004,1,1,0,1,3,.5206721
1,50403004,0,1,0,1,2,.4909782
1,50403004,1,1,1,1,2,1.093698
1,50403004,1,0,0,1,2,-.4039502
1,50403005,0,0,0,1,2,1.123759
1,50403005,1,1,0,1,3,.2344689
1,50403005,1,1,1,1,3,-1.573058
1,50403005,1,1,0,1,2,.6900624
1,50403005,1,1,0,0,2,.0696852
1,50403005,1,1,0,1,1,.0111845
1,50403007,1,1,0,1,2,-.1271083
1,50403007,1,0,0,1,3,.0696852
1,50403007,1,0,1,0,2,-2.49983
1,50403007,0,1,0,1,2,.2997724
1,50403007,0,1,0,1,3,1.123759
1,50403007,0,1,0,1,3,1.123759
1,50403007,1,1,0,1,3,.9559033
1,50403007,1,0,0,1,3,-.4398024
0,50403008,1,1,0,1,1,-.7663381
0,50403008,1,1,0,0,3,-.0303148
0,50403008,0,0,0,1,2,1.023759
0,50403008,1,1,0,1,2,-1.630314
0,50403008,1,1,0,1,3,.0265023
0,50403008,1,1,0,0,3,-.0162426
0,50403008,0,1,0,1,2,.8935051
0,50403009,1,1,0,1,2,.1344689
0,50403009,1,1,0,0,1,.5727723
0,50403009,1,1,0,1,3,.1344689
0,50403009,1,0,0,0,3,.89815
0,50403009,1,1,0,1,2,-.0623246
0,50403009,0,1,0,1,2,-.0736802
0,50403009,1,1,0,1,2,-.4398333
0,50403009,1,1,0,1,3,-.9361728
1,50403010,1,1,0,1,2,1.136443
1,50403010,1,1,0,1,2,.0696852
1,50403010,1,1,0,1,3,.2344689
1,50403010,0,1,0,1,2,1.083499
1,50403011,1,0,0,1,3,-1.236866
1,50403011,0,1,0,1,2,.0263198
1,50403011,1,1,0,1,3,.6269553
1,50403011,1,1,0,1,2,-2.569291
0,50403012,1,1,0,0,3,1.008919
0,50403012,0,0,0,1,2,-1.676785
0,50403012,1,1,0,1,2,-.8141239
0,50403012,0,1,0,1,3,.8685539
0,50403012,1,1,0,1,3,-.2271083
1,50403013,1,0,0,1,2,1.136443
1,50403013,1,1,0,1,2,.0961761
1,50403013,1,0,0,1,2,-1.406591
1,50403013,1,1,0,1,2,.2187131
1,50403013,1,1,0,1,1,1.136443
1,50403013,1,1,0,1,3,.4704049
1,50403013,1,0,0,1,2,-2.107918
1,50403013,1,1,0,1,3,-.12961
0,50403014,1,0,0,1,2,-.0195798
0,50403014,1,0,0,1,3,-1.715375
0,50403014,0,1,0,1,3,-.0736802
0,50403014,1,1,0,1,3,1.036443
0,50403014,1,1,0,1,3,-.4398333
0,50403014,0,1,0,1,2,-.1351109
0,50403015,1,1,0,1,2,.8716591
0,50403015,0,1,0,1,3,.8685539
0,50403015,1,1,0,0,3,.4206721
0,50403015,0,1,0,1,2,.1217854
0,50403015,1,1,0,1,2,-.9763932
0,50403015,1,1,0,0,2,.4206721
0,50403015,0,1,0,1,2,-.3009198
1,50403016,0,1,0,1,3,.6727723
1,50403016,1,0,0,1,2,1.136443
1,50403016,1,1,0,1,2,-.0967821
1,50403016,1,1,0,1,3,-.3041225
1,50403016,1,1,0,1,3,-.3813018
1,50403016,1,1,0,0,2,1.136443
1,50403017,0,1,0,1,3,-.4819946
1,50403017,0,1,0,1,2,.517567
1,50403017,1,1,0,1,2,.7663746
1,50403017,1,1,0,1,3,.9289143
1,50403018,0,1,0,1,2,.4530601
1,50403018,0,1,0,1,3,-.2613777
1,50403018,1,1,0,1,3,1.136443
1,50403018,1,1,0,1,2,-.235075
1,50403018,1,1,0,1,3,-.1723548
1,50403018,1,1,0,1,3,.666899
1,50403018,1,1,0,1,2,-1.449336
1,50404004,0,1,0,0,2,1.123759
1,50404004,1,1,0,0,2,.2344689
1,50404004,0,1,0,1,2,.2217854
1,50404004,0,1,0,1,1,-2.134776
1,50404004,1,1,0,1,2,.0111845
1,50404004,0,1,0,1,3,.6727723
